[1776430372.611233] info     | UDPv4AgentLinux.cpp | init                     | running...             | port: 8888
[1776430402.684645] info     | ProxyClient.cpp    | create_datawriter        | datawriter created     | client_key: 0x00000001, datawriter_id: 0x00D(5), publisher_id: 0x00D(3)
[1776430402.685189] info     | ProxyClient.cpp    | create_topic             | topic created          | client_key: 0x00000001, topic_id: 0x131(2), participant_id: 0x001(1)
[1776430402.685236] info     | ProxyClient.cpp    | create_publisher         | publisher created      | client_key: 0x00000001, publisher_id: 0x131(3), participant_id: 0x001(1)
[1776430402.685467] info     | ProxyClient.cpp    | create_datawriter        | datawriter created     | client_key: 0x00000001, datawriter_id: 0x131(5), publisher_id: 0x131(3)
[1776430402.685886] info     | ProxyClient.cpp    | create_topic             | topic created          | client_key: 0x00000001, topic_id: 0x084(2), participant_id: 0x001(1)
[1776430402.685930] info     | ProxyClient.cpp    | create_publisher         | publisher created      | client_key: 0x00000001, publisher_id: 0x084(3), participant_id: 0x001(1)
[1776430402.686143] info     | ProxyClient.cpp    | create_datawriter        | datawriter created     | client_key: 0x00000001, datawriter_id: 0x084(5), publisher_id: 0x084(3)
[1776430402.686343] info     | ProxyClient.cpp    | create_topic             | topic created          | client_key: 0x00000001, topic_id: 0x134(2), participant_id: 0x001(1)
[1776430402.686403] info     | ProxyClient.cpp    | create_publisher         | publisher created      | client_key: 0x00000001, publisher_id: 0x134(3), participant_id: 0x001(1)
[1776430402.686626] info     | ProxyClient.cpp    | create_datawriter        | datawriter created     | client_key: 0x00000001, datawriter_id: 0x134(5), publisher_id: 0x134(3)
[1776430402.829232] info     | ProxyClient.cpp    | create_topic             | topic created          | client_key: 0x00000001, topic_id: 0x072(2), participant_id: 0x001(1)
[1776430402.829337] info     | ProxyClient.cpp    | create_publisher         | publisher created      | client_key: 0x00000001, publisher_id: 0x072(3), participant_id: 0x001(1)
[1776430402.829646] info     | ProxyClient.cpp    | create_datawriter        | datawriter created     | client_key: 0x00000001, datawriter_id: 0x072(5), publisher_id: 0x072(3)
[1776430402.833224] info     | ProxyClient.cpp    | create_replier           | replier created        | client_key: 0x00000001, requester_id: 0x800(7), participant_id: 0x001(1)
